moderation status: j_SLaNRf_xo  ,  
moderation status: j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): j_SLaNRf_xo  ,  
moderation status(vid id, mod status): YCVeYWVQ03g  ,  
moderation status(vid id, mod status): SiIHam5adVo  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   4iVshVT4YmE  ,  20:42:09  ,  
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   IFL6iZuUuvg  ,  16 22:34:59  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   mexEDHlX14M  ,  16 22:45:38  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   O94iM2OJ3w4  ,  16 23:06:09  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   RMH2N_TiVg4  ,  16 23:06:10  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   vFkgP9h5EDg  ,  16 23:59:27  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   TAtB8fupP3w  ,  17 01:10:41  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   6rK26jK-ZQA  ,  17 01:51:19  ,  
moderation status(channel id, vid id, time,  mod status): UCTpdYhet__fMAb0oHIGBOcQ  ,   4CLezqQTFCM  ,  17 04:03:17  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   ap9tzrraCKM  ,  17 16:05:42  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   f3dmPMImx0E  ,  17 16:15:55  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   7-nzTfv5IZY  ,  17 17:06:55  ,  
moderation status(channel id, vid id, time,  mod status): UC1IttIQyALX3lsCyas36wzw  ,   9kDi_Odc2tg  ,  17 17:47:43  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   TZG5Ew8fC3Q  ,  17 18:38:48  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   IsMHTIakrgM  ,  17 18:38:49  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCModmMGaTkJ5AHEIZD6iJ1g  ,   nHRYHs_XcQo  ,  17 18:59:16  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   CVmWSoSEsJs  ,  17 19:09:29  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   4J6aDbaGrNw  ,  17 19:50:20  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCHfZgL6QeO4JtvjfKbW_Mpg  ,   68uPIHiwZpI  ,  17 20:00:36  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   ALomWKkW25Y  ,  17 21:01:50  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   9wEnATSlozI  ,  17 23:04:05  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   zkUF0wtSKZI  ,  17 23:14:20  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   gOwHIONhsz0  ,  17 23:26:09  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   rvZhgpijSbU  ,  17 23:46:30  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   6m5dEgWJf7U  ,  18 00:17:01  ,  
moderation status(channel id, vid id, time,  mod status): UC1NB1xUQ8ItM5VoA4101lUQ  ,   nlETLP0608g  ,  18 00:47:44  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   bRLIvaOxhV0  ,  18 01:08:08  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   ynx55JBYWy8  ,  18 01:48:50  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   Loo1h0eXYgU  ,  18 13:22:17  ,  
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   FAPySGLL3gg  ,  18 14:03:01  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   K0LVWDe7ngk  ,  18 16:05:25  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   YLoAYWf-tfU  ,  18 16:25:51  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   H5iKZY8AKxk  ,  18 18:07:56  ,  
moderation status(channel id, vid id, time,  mod status): UCNYrK4tc5i1-eL8TXesH2pg  ,   9Pvkv8LvYuc  ,  18 18:07:57  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   0DRz69QcFHE  ,  18 18:38:39  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   isLFp-UNMuY  ,  18 19:09:17  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   SWS_10lEMuI  ,  18 20:00:21  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   SWS_10lEMuI  ,  18 20:00:23  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   LS_TZdDARKs  ,  18 20:20:49  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   T_8WIa8bQzc  ,  18 21:01:55  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   chfhvwubDKU  ,  18 21:12:08  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   B_uqgZhxseU  ,  18 21:22:20  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   nh7T9cc2K9Q  ,  18 23:04:05  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   Ax5nGBVTYSI  ,  18 23:04:06  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   sghcY9Tu2NE  ,  19 01:09:19  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   CE8Sgjr9rhs  ,  19 01:09:21  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   DSiDlWb71w0  ,  19 02:10:28  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   gPD2LD5YcQg  ,  19 04:43:15  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   trNTQsP7RnM  ,  19 04:53:26  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   M35S7fR2zvQ  ,  19 21:03:46  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   s8SxhYmsHoI  ,  19 23:09:45  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   cJl8FYRGrwU  ,  20 00:22:28  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   DL43kRnWij0  ,  20 00:22:29  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   PHJFeDrGihg  ,  20 01:05:01  ,  
moderation status(channel id, vid id, time,  mod status): UCtLTnm7c8qT4kNXPjHs4Ouw  ,   0K6gkcwE3bI  ,  20 01:05:02  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   vS_STEPqngA  ,  20 13:58:14  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   GUPsMfiAA60  ,  20 15:09:34  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   IdE3tyKI4aY  ,  20 15:09:35  ,  
moderation status(channel id, vid id, time,  mod status): UCYBP_TtboAYP28U3ZVNM9Ig  ,   DqOuSJOk1u0  ,  20 15:50:21  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   O_p3XcsDdhg  ,  20 16:20:56  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   FCuEFkIh-eU  ,  20 16:51:32  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   FCuEFkIh-eU  ,  20 16:51:33  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   du94GxXjBuY  ,  20 17:01:46  ,  
moderation status(channel id, vid id, time,  mod status): UCmQRyFTaSPL9_o-MHu-7kzA  ,   6A_12azp6NM  ,  20 18:02:57  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   uVIqg0IEMXY  ,  20 19:04:11  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   wZRLV20ea6c  ,  20 19:04:12  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   M81FjU2XzSg  ,  20 20:05:23  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   X8nkcoiGTU4  ,  20 20:56:22  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   PpWitfTFRQ8  ,  20 21:06:34  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   kQbMbuDH4EQ  ,  20 22:07:44  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   fTawJ65FkPc  ,  20 22:38:17  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   BuALAMcPFGE  ,  20 23:08:52  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   kA2fv2JjZXE  ,  20 23:19:08  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   Hby4Hcu9usg  ,  21 00:52:36  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   HZzxSIHqINQ  ,  21 01:02:48  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   v5JHqTIinVs  ,  21 01:13:01  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   yxldqxvHIlo  ,  21 03:36:00  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   l7VcGcF-umE  ,  21 05:18:06  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   NZLUUy_YU9g  ,  21 15:01:49  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   9jS9Qhc63C0  ,  21 15:53:24  ,  
moderation status(channel id, vid id, time,  mod status): UCR4s1DE9J4DHzZYXMltSMAg  ,   0BQzsNatQOY  ,  21 16:55:01  ,  
moderation status(channel id, vid id, time,  mod status): UCuouUWCLmpG4Dje3Ay0p1oQ  ,   4YQioqq8Axo  ,  21 17:05:19  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   rxbNdBhci1c  ,  21 17:05:20  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCxOGHW-aqciBe5Wjq8ltzOg  ,   mnrK3sPjPIc  ,  21 17:25:58  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   QDxrtEAX0WI  ,  21 18:27:28  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   DcA9-48Rh8M  ,  21 19:08:28  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   pEcCzKQ7Is0  ,  21 19:08:29  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   D7DhFVxX9iE  ,  21 19:18:45  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   mWTefJAUutk  ,  21 19:59:45  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   rzFARoEkMxI  ,  21 20:10:00  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   vkw7B0FOKP4  ,  21 20:10:02  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   ABMSevFqFxM  ,  21 21:01:22  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   W1nwR-UNoRU  ,  21 23:04:12  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   uWQi8d8ABCY  ,  22 01:08:29  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   xX659uzauhQ  ,  22 01:18:43  ,  
moderation status(channel id, vid id, time,  mod status): UCWXCrItCF6ZgXrdozUS-Idw  ,   B_o_hOsyuh4  ,  22 05:03:52  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   7p0xnYqj2gE  ,  22 05:03:54  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   FBIao6nI58o  ,  22 14:07:05  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   _72CEEL052k  ,  22 15:08:32  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   en5yl5gjTe8  ,  22 16:10:02  ,  
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   Kq7CiatolXE  ,  22 16:10:04  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   9jv2ktR5mc4  ,  22 16:20:21  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   duS23Zrd2MA  ,  22 16:20:22  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   -AooNOS0y3k  ,  22 18:23:36  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   7qGzQhWTAns  ,  22 19:04:34  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   vPoTXJMUEJY  ,  22 19:14:50  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   GfIlD4DXRDs  ,  22 20:06:03  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   qFZe4RsfJTA  ,  22 21:07:38  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   oqFZQdjEoXE  ,  22 21:07:39  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCModmMGaTkJ5AHEIZD6iJ1g  ,   Lf5W383ZCCc  ,  22 21:59:02  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   VYScK5dlxGg  ,  22 22:39:58  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   X0H3d12zUrY  ,  23 01:04:33  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   3J43TouOsqM  ,  23 01:35:12  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   3J43TouOsqM  ,  23 01:35:13  ,  
moderation status(channel id, vid id, time,  mod status): UCEY0yxj6QxG4RBVRSe5orig  ,   runfVlOkkio  ,  23 02:05:52  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   qeLAZj_ji3Y  ,  23 14:12:50  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   HBsC4rffO9k  ,  23 15:14:18  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   Z2_f9BO041s  ,  23 16:05:34  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   nUL5FDgEUtw  ,  23 16:05:35  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   K5diJPL9HTg  ,  23 16:46:38  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   lV7Q0RGeO5Y  ,  23 17:07:13  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   m_TJoWKYZv0  ,  23 19:20:46  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   qpSaX-J_dVs  ,  23 20:01:45  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCaFUrR3oSxOl5Y9y6tvLTEg  ,   w0LHXggif4U  ,  23 20:12:01  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   YnW_3mRL1VQ  ,  23 21:03:15  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   -cfp_hS_a7g  ,  23 21:03:17  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   7tzQPlbeM9I  ,  23 23:06:00  ,  
moderation status(channel id, vid id, time,  mod status): UCkitABalXafr-NqceQdDXtg  ,   4B-wFx0aMlw  ,  24 15:08:20  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   sMgx4e7sbMg  ,  24 15:08:21  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   nujgBunvgBI  ,  24 15:49:23  ,  
moderation status(channel id, vid id, time,  mod status): UC-lHJZR3Gqxm24_Vd_AJ5Yw  ,   2Voszqw17t0  ,  24 16:10:28  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   hkLKEB-PIAM  ,  24 16:10:30  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   e2s_jfB1_dg  ,  24 17:01:41  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   t_LFlPHVdD4  ,  24 17:42:45  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   p10OfrjSQz0  ,  24 19:04:59  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   NsE21f8eSgg  ,  24 19:15:16  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   _X1GgJRudbQ  ,  24 21:08:31  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   ClX1ubgtBbs  ,  24 23:32:09  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   i24d0w0H71I  ,  25 01:04:26  ,  
moderation status(channel id, vid id, time,  mod status): UCN5xN8gIljvWYnsj06V8WbQ  ,   TGBBc7puaq8  ,  25 01:04:27  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   X1qzf-BpIh8  ,  25 03:28:00  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   SETycMefI3M  ,  25 05:10:33  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   7A2A62X9DDs  ,  25 14:06:30  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCdcemy56JtVTrsFIOoqvV8g  ,   py3F_GyeHRk  ,  25 14:37:17  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   9hDD_IY3tuc  ,  25 15:08:08  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   jBVOAZaU3hw  ,  25 16:09:34  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   qieoKxG-SU4  ,  25 17:31:37  ,  
moderation status(channel id, vid id, time,  mod status): UC4USoIAL9qcsx5nCZV_QRnA  ,   gjyLsrwRzhQ  ,  25 18:02:26  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   KSzg8Wy-qF0  ,  25 18:33:12  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   rq9XlMRuJ2A  ,  25 19:04:02  ,  
moderation status(channel id, vid id, time,  mod status): UCtinbF-Q-fVthA0qrFQTgXQ  ,   pqCWxf7OlOg  ,  25 19:35:03  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   sIzIBLDB-Uo  ,  25 20:05:47  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCF1tkwvS2y-ya_dVSv7LDKw  ,   O0z1upqR-Ls  ,  25 20:05:48  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCU_W0oE_ock8bWKjALiGs8Q  ,   kbbjyWE0bTk  ,  25 20:57:13  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   qsB8uXDI2T4  ,  25 21:07:30  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   MS-g3fZE6TE  ,  25 21:17:47  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCDo9msNItILnyF_Y2eHaNQg  ,   GkzhtQ2xWxQ  ,  25 21:58:42  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCX6OQ3DkcsbYNE6H8uQQuVA  ,   pDvQ5jh_zj0  ,  25 22:08:56  ,  
moderation status(channel id, vid id, time,  mod status): UCki1I0RCzDl2TX_5GXyrGaw  ,   BEy1nsvKUM4  ,  25 23:00:15  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   aW5VgHw5uuI  ,  26 00:01:27  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   2odJFyxTvZQ  ,  26 01:02:33  ,  
moderation status(channel id, vid id, time,  mod status): UCTpdYhet__fMAb0oHIGBOcQ  ,   ZulfvkbauBY  ,  26 01:33:16  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UC4_bwov47DseacR1-ttTdOg  ,   DnyUfZcMJOE  ,  26 11:44:54  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   zrrTvYO1174  ,  26 15:10:03  ,  
moderation status(channel id, vid id, time,  mod status): UCimiUgDLbi6P17BdaCZpVbg  ,   QkP4g9e86qA  ,  26 15:30:27  ,  
moderation status(channel id, vid id, time,  mod status): UCuVOTQeNXKAP0OQcTBbACjg  ,   FbnqMVWZDL4  ,  26 17:02:28  ,  
moderation status(channel id, vid id, time,  mod status): UCsTcErHg8oDvUnTzoqsYeNw  ,   YEFaG3DScKI  ,  26 17:12:40  ,  
moderation status(channel id, vid id, time,  mod status): UCSAUGyc_xA8uYzaIVG6MESQ  ,   6zuGk80VS6k  ,  26 18:13:58  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   QTKY_mb22VM  ,  26 19:05:03  ,  
moderation status(channel id, vid id, time,  mod status): UC7_YxT-KID8kRbqZo7MyscQ  ,   lEmDz0g13cg  ,  26 19:05:04  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UClFSU9_bUb4Rc6OYfTt5SPw  ,   u9yrkzzQrGk  ,  26 19:05:06  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   _uTEUTVbLwQ  ,  26 20:06:19  ,  likelySpam
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   gwPLxyHnSB0  ,  26 23:10:00  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   hboNl_epgzA  ,  26 23:20:12  ,  
moderation status(channel id, vid id, time,  mod status): UCPcFg7aBbaVzXoIKSNqwaww  ,   hboNl_epgzA  ,  26 23:20:14  ,  
moderation status(channel id, vid id, time,  mod status): UCeg3kCPS0awdApTERsIPkyA  ,   dJBDWeHv-mg  ,  27 01:02:26  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   _91WxF3q2vo  ,  27 01:43:09  ,  
moderation status(channel id, vid id, time,  mod status): UC__Oy3QdB3d9_FHO_XG1PZg  ,   k1MfU5UXqxQ  ,  27 01:53:21  ,  
moderation status(channel id, vid id, time,  mod status): UCa6TeYZ2DlueFRne5DyAnyg  ,   faXDbs64F9k  ,  27 14:51:44  ,  
moderation status(channel id, vid id, time,  mod status): UCYzPXprvl5Y-Sf0g4vX-m6g  ,   73p05dLgYM0  ,  27 16:03:10  ,  
moderation status(channel id, vid id, time,  mod status): UCPDXXXJj9nax0fr0Wfc048g  ,   z9oZwgD9RYU  ,  27 17:04:25  ,  
moderation status(channel id, vid id, time,  mod status): UCcJOvU2SXP0YI4iYL7Kxwcg  ,   9A_Pwng3lRE  ,  27 17:04:27  ,  
moderation status(channel id, vid id, time,  mod status): UC11PvrGPzo6Y7Zc6-e9cAKg  ,   5ZItHt1lnR8  ,  27 17:24:52  ,  
moderation status(channel id, vid id, time,  mod status): UCHfZgL6QeO4JtvjfKbW_Mpg  ,   XWktjETDCjY  ,  27 17:55:31  ,  
